Customer Name,Invoice Date ,Credit Terms,Actual Delay over and above Agreed Credit Terms,Invoice Currency,Invoice Amount
10,2023-10-31,30,-8.0,USD,18416.0
10,2023-10-31,30,-8.0,USD,19008.0
10,2023-10-31,30,-8.0,USD,12658.0
10,2023-10-31,30,-8.0,USD,30991.0
10,2023-10-31,30,-8.0,USD,442000.0
10,2023-10-31,30,-8.0,USD,89192.0
10,2023-10-31,30,-8.0,USD,35952.0
10,2023-11-30,30,-2.0,USD,100690.0
10,2023-11-30,30,-2.0,USD,88934.0
10,2023-11-30,30,-2.0,USD,34209.0
10,2023-11-30,30,-2.0,USD,22632.0
10,2023-11-30,30,-2.0,USD,17280.0
10,2023-11-30,30,-2.0,USD,23976.0
10,2023-11-30,30,-2.0,USD,11936.0
10,2023-11-30,30,-2.0,USD,4408.0
10,2023-11-30,30,-2.0,USD,16376.0
10,2023-11-30,30,4.0,USD,7584.0
10,2023-11-30,30,-2.0,USD,60720.0
10,2023-11-30,30,-2.0,USD,442000.0
10,2023-12-28,30,-3.0,USD,75436.0
10,2023-12-28,30,-3.0,USD,31836.0
10,2023-12-28,30,-3.0,USD,21104.0
10,2023-12-28,30,-3.0,USD,19980.0
10,2023-12-28,30,-3.0,USD,9992.0
10,2023-12-28,30,-3.0,USD,4408.0
10,2023-12-28,30,-3.0,USD,13824.0
10,2023-12-28,30,4.0,USD,15408.0
10,2023-12-28,30,-3.0,USD,17037.0
10,2023-12-28,30,4.0,USD,90176.0
10,2023-12-28,30,-3.0,USD,442000.0
10,2023-12-31,30,-6.0,USD,15180.0
10,2024-01-31,30,,USD,77416.0
10,2024-01-31,30,,USD,18144.0
10,2024-01-31,30,,USD,87216.0
10,2024-01-31,30,,USD,35313.0
10,2024-01-31,30,,USD,14908.0
10,2024-01-31,30,,USD,18480.0
10,2024-01-31,30,,USD,16200.0
10,2024-01-31,30,,USD,16369.0
10,2024-01-31,30,,USD,4752.0
10,2024-01-31,30,,USD,558334.0
10,2024-01-31,30,,USD,5880.0
10,2024-01-31,30,,USD,-558334.0
